Company Name,ISIN,Target Qualification,Country,Region,Sector,Status,Date Committed / Target published,About
"Healthpeak Properties, Inc.",,Well-below 2C,United States of America (USA),North America,Real Estate,Targets Set,Dec 2019,"Real estate investment trust Healthpeak Properties, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 38% by 2033 from a 2018 base year. HCP also commits to reduce absolute scope 3 GHG emissions 19% by 2033 from a 2018 base year"
Farm Frites,,,Netherlands,Europe,Food and Beverage Processing,Committed,Dec 2019,
LafargeHolcim Ltd.,CH0012214059,2C,Switzerland,Europe,Construction Materials,Targets Set,Dec 2019,"Multinational company involved in the manufacture of building materials LafargeHolcim commits to reduce scope 1 GHG emissions 10% per ton of cementitious materials by 2030 from a 2018 base year. LafargeHolcim also commits to reduce scope 2 GHG emissions 65% per ton of cementitious materials within the same timeframe.*

*The target boundary includes biogenic emissions and removals associated with the use of bioenergy."
Nomad Foods Ltd.d,,,United Kingdom (UK),Europe,Food and Beverage Processing,Committed,Jan 2020,
Skanska AB,SE0000113250,,Sweden,Europe,Construction and Engineering,Committed,Jan 2020,
Wihlborgs Fastigheter,SE0011205194,,Sweden,Europe,Real Estate,Committed,Jan 2020,
CSX Corporation,,,United States of America (USA),North America,Ground Transportation - Railroads,Committed,Jan 2020,
BCD Travel,,,United States of America (USA),North America,Hospitality,Committed,Jan 2020,
Care Direct,,,Greece,Europe,Professional Services,Committed,Jan 2020,
Danfoss,,,Denmark,Europe,Building Products,Committed,Jan 2020,
Accor S.A.,,,France,Europe,Hospitality,Committed,Dec 2019,
Tele2 AB,,,Sweden,Europe,Telecommunications,Committed,Jan 2020,
Nechi Group,,,Spain,Europe,Software and Services,Committed,Jan 2020,
Auchan Retail Portugal,,,France,Europe,Retailing,Committed,Jan 2020,
"Mattos Filho, Veiga Filho, Marrey Jr and Quiroga Advogados",,,Brazil,Latin America,Professional Services,Committed,Jan 2020,
"rePurpose Global, LLC",,,United States of America (USA),North America,Commercial services and supplies,Committed,Jan 2020,
Sacyr S.A.,,,Spain,Europe,Construction and Engineering,Committed,Jan 2020,
SHIMADZU CORPORATION,,2C,Japan,Asia,Healthcare Equipment and Supplies,Targets Set,Jan 2020,"Japanese public KK company, manufacturing precision instruments, SHIMADZU CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2017 base year. SHIMADZU CORPORATION also commits to reduce absolute scope 3 GHG emissions from the use of sold products 20% over the same time period.

&nbsp;"
Aguas Andinas S.A.,,1.5C,Chile,Latin America,Water Utilities,Targets Set,Jan 2020,"Chilean water utility company Aguas Andinas S.A. commits to reduce absolute scope 1 and 2 GHG emissions 54% by 2030 from a 2017-2018 base year period. Aguas Andinas S.A. also commits to reduce absolute scope 3 GHG emissions 16% over the same time frame covering emissions from purchased good and services, upstream and downstream transportation and distribution and waste generated in operations.

*The target boundary includes biogenic emissions and removals from bioenergy feedstocks. "
sustainable AG,,1.5C,Germany,Europe,Professional Services,Targets Set,Jan 2020,"Sustainable AG commits to reduce absolute scope 1, 2 and 3 GHG emissions 18% by 2025 and 100% by 2050 from a 2017 base year. Sustainable AG also commits to continue annually sourcing 100% renewable electricity through 2025."
Aurubis AG,,,Germany,Europe,"Mining - Metals (Iron, Aluminium, Other Metals)",Committed,Jan 2020,
Reliance Chemical Products Ltd.,,,Nigeria,Africa,Chemicals,Committed,Jan 2020,
Pachama,,,United States of America (USA),North America,Professional Services,Committed,Jan 2020,
Baluarte Cultura,,,Brazil,Latin America,Professional Services,Committed,Jan 2020,
ReAcción / Alva,,,Uruguay,Latin America,Technology Hardware and Equipment,Committed,Jan 2020,
Schlumberger Limited,,,United States of America (USA),North America,Oil & Gas,Committed,Dec 2019,
Mitsubishi Electric Corporation,,2°C ,Japan,Asia,Electrical Equipment and Machinery,Targets Set,Jan 2020,Electronics and electrical equipment manufacturing company Mitsubishi Electric commits to reduce absolute scope 1 and 2 GHG emissions 18% by 2030 from a 2016 base year. Mitsubishi Electric also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.
Lion Corporation,,,Japan,Asia,Consumer Products and Durables,Committed,Jan 2020,
Citycon Oyj,,,Finland,Europe,Retailing,Committed,Jan 2020,
Boma Global,,,United States of America (USA),North America,Professional Services,Committed,Jan 2020,
"Group Fu Plastic Co., LTD",,,China,Asia,Chemicals,Committed,Jan 2020,
"Dairy Farmers of America, Inc.",,,United States of America (USA),North America,Food and Beverage Processing,Committed,Jan 2020,
Comany Inc.,,,Japan,Asia,Building Products,Committed,Jan 2020,
Mahindra & Mahindra Limited,,Well-below 2C,India,Asia,Automobiles and Components,Targets Set,Jan 2020,Car manufacturing corporation Mahindra &amp; Mahindra Ltd. commits to reduce scope 1 and scope 2 GHG emissions 47% per equivalent product unit by 2033 from a 2018 base year. Mahindra &amp; Mahindra Ltd also commits to reduce scope 3 GHG emissions 30% per sold product unit by 2033 from a 2018 base year.
C&A,,Well-below 2C,Belgium,Europe,Retailing,Targets Set,Jan 2020,Retail clothing company C&amp;A commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. C&amp;A also commits to reduce absolute scope 3 GHG emissions 30% by 2030 from a 2018 base year.
"McCormick & Company, Inc.",US5797802064,2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Jan 2020,American food company McCormick &amp; Company commits to reduce absolute scope 1 and 2 GHG emissions 20 % by 2025 from a 2015 base year. McCormick &amp; Company also commits to reducing absolute scope 3 GHG emissions 16% by 2030 from a 2017 base year.
J Sainsbury plc,GB00B019KW72,,United Kingdom (UK),Europe,Food and Staples Retailing,Committed,Jan 2020,
LUSH Handmade Cosmetics,,,Canada,North America,Consumer Products and Durables,Committed,Jan 2020,
Nilfisk A/S,DK0060907293,,Denmark,Europe,Electrical Equipment and Machinery,Committed,Jan 2020,
Starbucks Coffee Company,US8552441094,,United States of America (USA),North America,Food and Beverage Processing,Committed,Jan 2020,
Fisher & Paykel Healthcare Corporation Limited,,,New Zealand,Oceania,Healthcare Equipment and Supplies,Committed,Jan 2020,
Amalgamated Bank,US0226631085,,United States of America (USA),North America,"Banks, Diverse Financials and Insurance",Committed,Jan 2020,
Legacy Vacation Resorts,,,United States of America (USA),North America,Hospitality,Committed,Jan 2020,
Moody's Corporation,US6153691059,,United States of America (USA),North America,"Banks, Diverse Financials and Insurance",Committed,Jan 2020,
Sharp Corporation,JP3359600008,Well-below 2C,Japan,Asia,Technology Hardware and Equipment,Targets Set,Jan 2020,Japanese multinational corporation Sharp Corporation commits to reduce absolute scope 1 and 2 GHG emissions 33% by 2031 from a 2018 base year. Sharp Corporation also commits to reduce absolute scope 3 GHG emissions from the use of sold products 33% by 2031 from a 2018 base year.
Vale S.A.,,,Brazil,Latin America,"Mining - Metals (Iron, Aluminium, Other Metals)",Committed,Dec 2019,
"Grupo Cementos de Chihuahua, S.A.B. de C.V.",,,Mexico,Latin America,Construction Materials,Committed,Jan 2020,
Pandora A/S,DK0060252690,,Denmark,Europe,"Textiles, Apparel, Luxury Goods",Committed,Jan 2020,
Tai Wah Garment Industry Sdn. Bhd.,,,Malaysia,Asia,"Textiles, Apparel, Luxury Goods",Committed,Jan 2020,
"Olive Apparel (Cambodia) Co., Ltd.",,,Malaysia,Asia,"Textiles, Apparel, Luxury Goods",Committed,Jan 2020,
Klöckner & Co,DE000KC01000,,Germany,Europe,"Mining - Metals (Iron, Aluminium, Other Metals)",Committed,Jan 2020,
Ferrocarrils de la Generalitat de Catalunya,,,Spain,Europe,Ground Transportation - Highways and Railtracks,Committed,Jan 2020,
Águas de Portugal,,,Portugal,Europe,Water Utilities,Committed,Jan 2020,
K-9 Internacional,,,Costa Rica,Latin America,Commercial services and supplies,Committed,Jan 2020,
Altri SGPS S.A.,PTALT0AE0002,,Portugal,Europe,Forest and Paper Products,Committed,Jan 2020,
Verescence,,,France,Europe,Containers and Packaging,Committed,Jan 2020,
Crystal Claire Cosmetics Inc.,,,Canada,North America,Consumer Products and Durables,Committed,Jan 2020,
Mondelez International Inc,,Well-below 2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Jan 2020,"American multinational confectionery, food, and beverage holding company Mondelēz International commits to reduce absolute scope 1, 2, and 3 (purchased goods and services and waste generated in operations) GHG emissions 10% by 2025 from a 2018 base year."
"JENEX CO., LTD.",,1.5C,Japan,Asia,Construction and Engineering,Targets Set,Jan 2020,Japanese Construction and Engineering company JENEX commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. JENEX commits that 90% of its suppliers by emissions covering purchased goods and services will have science-based targets by 2024.
Sky Group,,,United Kingdom (UK),Europe,Media,Committed,Feb 2020,
"SCREEN Holdings Co., Ltd.",JP3494600004,Well-below 2C,Japan,Asia,Semiconductors and Semiconductors Equipment,Targets Set,Apr 2020,"SCREEN Holdings Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. SCREEN Holdings Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from the use of sold products 20% by 2030 from a 2018 base year."
SK Telecom,KR7017670001,,South Korea,Asia,Telecommunications,Committed,Feb 2020,
Nahar Industrial Enterprises Limited,INE289A01011,,India,Asia,"Textiles, Apparel, Luxury Goods",Committed,Feb 2020,
SCM Garments PVT Limited,,,India,Asia,"Textiles, Apparel, Luxury Goods",Committed,Feb 2020,
Xiamen Intretech Inc,CNE1000033H6,,China,Asia,Technology Hardware and Equipment,Committed,Feb 2020,
Lansinoh Laboratories Inc,,,United States of America (USA),North America,Healthcare Equipment and Supplies,Committed,Feb 2020,
"Murata Manufacturing Co., Ltd",JP3914400001,,Japan,Asia,Technology Hardware and Equipment,Committed,Feb 2020,
Workspace Group PLC,GB00B67G5X01,,United Kingdom (UK),Europe,Real Estate,Committed,Feb 2020,
Adidas AG,DE000A1EWWW0,,Germany,Europe,"Textiles, Apparel, Luxury Goods",Committed,Feb 2020,
Arc'teryx Equipment Inc.,,,Canada,North America,"Textiles, Apparel, Luxury Goods",Committed,Feb 2020,
Bertelsmann SE & Co. KGaA,,,Germany,Europe,Media,Committed,Feb 2020,
Paulig Group,,,Finland,Europe,Food and Beverage Processing,Committed,Feb 2020,
Alkemics,,,France,Europe,Software and Services,Committed,Feb 2020,
Pirelli & C. S.p.A,,,Italy,Europe,Automobiles and Components,Committed,Feb 2020,
On Running,,,Switzerland,Europe,"Textiles, Apparel, Luxury Goods",Committed,Feb 2020,
Severn Trent,,,United Kingdom (UK),Europe,Water Utilities,Committed,Feb 2020,
The Anderson-DuBose Company,,2C,United States of America (USA),North America,Ground Transportation - Trucking,Targets Set,Feb 2020,"Logistics service provider Anderson DuBose commits to reduce scope 1, 2, and 3 GHG emissions by 39% per short ton of goods delivered by 2030 from a 2015 base year.*

*The target boundary includes biogenic emissions and removals associated with the use of bioenergy."
Ross-shire Engineering Limited,,,United Kingdom (UK),Europe,Construction and Engineering,Committed,Feb 2020,
YKK Corporation,,,Japan,Asia,"Textiles, Apparel, Luxury Goods",Committed,Feb 2020,
Telenor Group,NO0010063308,,Norway,Europe,Telecommunications,Committed,Feb 2020,
EDF Group,FR0010242511,,France,Europe,Electric Utilities and Energy Related,Committed,Feb 2020,
Publicis Groupe,FR0000130577,,France,Europe,Media,Committed,Feb 2020,
Telstra,AU000000TLS2,,Australia,Oceania,Telecommunications,Committed,Feb 2020,
Universal Corporation,US9134561094,,United States of America (USA),North America,Tobacco,Committed,Feb 2020,
Schüco International KG,,1.5C,Germany,Europe,Building Products,Targets Set,Feb 2020,"Suppliers of  window, door and façade systems Schüco International KG commits to reduce absolute scope 1, 2, and 3 GHG emissions 30% by 2025 from a 2018 base year. Schüco International KG also commits to increase annual sourcing of renewable electricity from 84% in 2018 to 89% by 2025"
ENGIE,,2C,France,Europe,Electric Utilities and Energy Related,Targets Set,Feb 2020,"Service, business energy &amp; regeneration company ENGIE commits to reduce power generation GHG emissions from scope 1 and scope 3, 52% per kWh by 2030 from a 2017 base year. ENGIE commits to reduce absolute scope 3 emissions from use of sold products 34% by 2030 from a 2017 base year"
Energetics Pty Ltd,,,Australia,Oceania,Professional Services,Committed,Feb 2020,
Migros Group,,,Switzerland,Europe,Retailing,Committed,Feb 2020,
KPMG UK LLP,,,United Kingdom (UK),Europe,Professional Services,Committed,Mar 2020,
Kelani Valley Plantations,,,Sri Lanka,Asia,Food Production - Agricultural Production,Committed,Mar 2020,
Pinsent Masons LLP,,,United Kingdom (UK),Europe,Professional Services,Committed,Mar 2020,
Movida,,,Brazil,Latin America,Ground Transportation - Trucking,Committed,Mar 2020,
Gleeds Corporate Services Limited,,,United Kingdom (UK),Europe,Professional Services,Committed,Mar 2020,
Linde plc,,,United Kingdom (UK),Europe,Chemicals,Committed,Mar 2020,
Avieco,,,United Kingdom (UK),Europe,Professional Services,Committed,Mar 2020,
Salvatore Ferragamo Group,,,Italy,Europe,"Textiles, Apparel, Luxury Goods",Committed,Mar 2020,
Wereldhave,,,Netherlands,Europe,Real Estate,Committed,Mar 2020,
Abdi Ibrahim Pharmaceuticals,,,Turkey,Asia,Pharmaceuticals and Biotech,Committed,Mar 2020,
Klépierre,,1.5C,France,Europe,Real Estate,Targets Set,Mar 2020,Klépierre commits to reduce scope 1 and 2 GHG emissions 80% per square meter by 2030 from a 2017 base year. Klepierre commits to reduce scope 3 GHG emissions for downstream leased assets 41% per square meter by 2030 from a 2017 base year.
ARC Alternative and Renewable Construction LLC,,,United States of America (USA),North America,Construction and Engineering,Committed,Mar 2020,
"Fruit of The Loom, Inc.",,,United States of America (USA),North America,"Textiles, Apparel, Luxury Goods",Committed,Mar 2020,
Extra Light (Guangzhou) Electrical Co. Ltd.,,,China,Asia,Electrical Equipment and Machinery,Committed,Mar 2020,
LATAM Airlines Group S.A.,US51817R1068,,Chile,Latin America,Air Transportation - Airlines,Committed,Mar 2020,
Orluna LED Technologies Limited,,,United Kingdom (UK),Europe,Electrical Equipment and Machinery,Committed,Mar 2020,
Cranswick plc,GB0002318888,,United Kingdom (UK),Europe,Food and Beverage Processing,Committed,Mar 2020,
Saudi Telecom Company,SA0007879543,,Saudi Arabia,Asia,Telecommunications,Committed,Mar 2020,
OZONE International,,,Indonesia,Asia,Retailing,Committed,Mar 2020,
MacArthur Green,,,United Kingdom (UK),Europe,Professional Services,Committed,Mar 2020,
Union Pacific Railroad,,,United States of America (USA),North America,Ground Transportation - Railroads,Committed,Mar 2020,
"Brejinho by VR, Lda",,,Portugal,Europe,Forest and Paper Products,Committed,Mar 2020,
Cargotec,,,Finland,Europe,Commercial services and supplies,Committed,Mar 2020,
KONE Corporation,,,Finland,Europe,Electrical Equipment and Machinery,Committed,Mar 2020,
"Veritas Technologies, LLC",,,United States of America (USA),North America,Software and Services,Committed,Mar 2020,
Kuehne + Nagel International AG,,,Switzerland,Europe,Air Freight Transportation and Logistics,Committed,Mar 2020,
Delmar International Inc,,,Canada,North America,Air Freight Transportation and Logistics,Committed,Mar 2020,
